source_mat_id_orig,source_mat_id,sea_surf_temp,sea_surf_temp_method,ph,ph_method,sediment_temp,sediment_temp_method,redox_potential,redox_potential_method,alkalinity,alkalinity_method,ammonium,ammonium_method,bac_prod,bac_prod_method,biomass,biomass_method,chem_administration,chlorophyll,chlorophyll_method,diss_carb_dioxide,diss_carb_dioxide_method,diss_inorg_carb,diss_inorg_carb_method,diss_org_carb,diss_org_carb_method,diss_org_nitro,diss_org_nitro_method,diss_oxygen,diss_oxygen_method,magnesium,magnesium_method,methane,methane_method,n_alkanes,n_alkanes_method,nitrate,nitrate_method,nitrite,nitrite_method,organism_count,organism_count_method,oxy_stat_samp,part_org_carb,part_org_carb_method,part_org_nitro,part_org_nitro_method,particle_class,petroleum_hydrocarb,petroleum_hydrocarb_method,phaeopigments,phaeopigments_method,phosphate,phosphate_method,pigments,pigments_method,porosity,pressure,pressure_method,sea_surf_salinity,sea_surf_salinity_method,silicate,silicate_method,sulfate,sulfate_method,sulfide,sulfide_method,water_current,water_current_method
EMOBON ROSKOGO So220303 micro 3,EMOBON_ROSKOGO_So_28,10.16,"SBE 19plus, Sea-Bird inc. sensor",,,10.3,"SBE 19plus, Sea-Bird inc. sensor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.01,"SBE 19plus, Sea-Bird inc. sensor",,,,,,,,
EMOBON ROSKOGO So220303 micro 4,EMOBON_ROSKOGO_So_29,10.16,"SBE 19plus, Sea-Bird inc. sensor",,,10.3,"SBE 19plus, Sea-Bird inc. sensor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.01,"SBE 19plus, Sea-Bird inc. sensor",,,,,,,,
EMOBON ROSKOGO So220303 micro blank,EMOBON_ROSKOGO_So_30,irrelevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.01,"SBE 19plus, Sea-Bird inc. sensor",,,,,,,,
EMOBON ROSKOGO So220425 meio 1,EMOBON_ROSKOGO_So_31,11,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So220425 meio 2,EMOBON_ROSKOGO_So_32,11,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So220425 meio 3,EMOBON_ROSKOGO_So_33,11,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So220425 meio 4,EMOBON_ROSKOGO_So_34,11,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So220425 micro 1,EMOBON_ROSKOGO_So_35,irrelevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So220425 micro 2,EMOBON_ROSKOGO_So_36,irrelevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So220425 micro 3,EMOBON_ROSKOGO_So_37,12,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So220425 micro 4,EMOBON_ROSKOGO_So_38,12,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So220425 blank,EMOBON_ROSKOGO_So_39,12,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So220623 meio 1,EMOBON_ROSKOGO_So_40,12,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So220623 meio 2,EMOBON_ROSKOGO_So_41,12,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So220623 meio 3,EMOBON_ROSKOGO_So_42,12,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So220623 meio 4,EMOBON_ROSKOGO_So_43,12,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So220623 micro 1,EMOBON_ROSKOGO_So_44,12,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So220623 micro 2,EMOBON_ROSKOGO_So_45,15.7,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So220623 micro 3,EMOBON_ROSKOGO_So_46,15.7,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So220623 micro 4,EMOBON_ROSKOGO_So_47,15.7,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So220623 micro blank,EMOBON_ROSKOGO_So_48,15.7,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So220929 Macro 1,EMOBON_ROSKOGO_So_49,15.7,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So220929 Macro 2,EMOBON_ROSKOGO_So_50,15.7,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So220929 Macro 3,EMOBON_ROSKOGO_So_51,15.7,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So221027 meio 1,EMOBON_ROSKOGO_So_52,15.7,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So221027 meio 2,EMOBON_ROSKOGO_So_53,irrelevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So221027 meio 3,EMOBON_ROSKOGO_So_54,15.3,"SBE 19plus, Sea-Bird inc. sensor",,,15.3,"SBE 19plus, Sea-Bird inc. sensor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So221027 meio 4,EMOBON_ROSKOGO_So_55,15.3,"SBE 19plus, Sea-Bird inc. sensor",,,15.3,"SBE 19plus, Sea-Bird inc. sensor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So221027 micro 1,EMOBON_ROSKOGO_So_56,15.3,"SBE 19plus, Sea-Bird inc. sensor",,,15.3,"SBE 19plus, Sea-Bird inc. sensor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So221027 micro 2,EMOBON_ROSKOGO_So_57,15.3,diver's diving computer in situ,,,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So221027 micro 3,EMOBON_ROSKOGO_So_58,15.3,diver's diving computer in situ,,,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So221027 micro 4,EMOBON_ROSKOGO_So_59,15.3,diver's diving computer in situ,,,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So221027 micro blank,EMOBON_ROSKOGO_So_60,15.3,diver's diving computer in situ,,,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So211222 micro 1,EMOBON_ROSKOGO_So_61,15.3,diver's diving computer in situ,,,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So211222 micro 2,EMOBON_ROSKOGO_So_62,15.3,diver's diving computer in situ,,,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So211222 micro 3,EMOBON_ROSKOGO_So_63,15.3,diver's diving computer in situ,,,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So211222 micro 4,EMOBON_ROSKOGO_So_64,15.3,diver's diving computer in situ,,,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So211222 micro blank,EMOBON_ROSKOGO_So_65,irrelevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230103 micro 1,EMOBON_ROSKOGO_So_66,12,diver's diving computer in situ,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230103 micro 2,EMOBON_ROSKOGO_So_67,12,diver's diving computer in situ,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230103 micro 3,EMOBON_ROSKOGO_So_68,12,diver's diving computer in situ,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230103 micro 4,EMOBON_ROSKOGO_So_69,12,diver's diving computer in situ,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230103 micro blank,EMOBON_ROSKOGO_So_70,irrelevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230215 micro 1,EMOBON_ROSKOGO_So_71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230215 micro 2,EMOBON_ROSKOGO_So_72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230215 micro 3,EMOBON_ROSKOGO_So_73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230215 micro 4,EMOBON_ROSKOGO_So_74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230215 micro blank,EMOBON_ROSKOGO_So_75,irrelevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230220 Macro 1,EMOBON_ROSKOGO_So_76,irrelevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230220 Macro 2,EMOBON_ROSKOGO_So_77,10.3,"SBE 19plus, Sea-Bird inc. sensor",,,10.6,"SBE 19plus, Sea-Bird inc. sensor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230220 Macro 3,EMOBON_ROSKOGO_So_78,10.3,"SBE 19plus, Sea-Bird inc. sensor",,,10.6,"SBE 19plus, Sea-Bird inc. sensor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230220 Macro 4,EMOBON_ROSKOGO_So_79,10.3,"SBE 19plus, Sea-Bird inc. sensor",,,10.6,"SBE 19plus, Sea-Bird inc. sensor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230220 Macro blank,EMOBON_ROSKOGO_So_80,10.3,"SBE 19plus, Sea-Bird inc. sensor",,,10.6,"SBE 19plus, Sea-Bird inc. sensor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230412 meio 1,EMOBON_ROSKOGO_So_81,11.8,diver's diving computer in situ,,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230412 meio 2,EMOBON_ROSKOGO_So_82,11.8,diver's diving computer in situ,,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230412 meio 3,EMOBON_ROSKOGO_So_83,11.8,diver's diving computer in situ,,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230412 meio 4,EMOBON_ROSKOGO_So_84,11.8,diver's diving computer in situ,,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230412 micro 1,EMOBON_ROSKOGO_So_85,11.8,diver's diving computer in situ,,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230412 micro 2,EMOBON_ROSKOGO_So_86,11.8,diver's diving computer in situ,,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230412 micro 3,EMOBON_ROSKOGO_So_87,11.8,diver's diving computer in situ,,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230412 micro 4,EMOBON_ROSKOGO_So_88,11.8,diver's diving computer in situ,,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230412 micro blank,EMOBON_ROSKOGO_So_89,irrelevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230619 meio 1,EMOBON_ROSKOGO_So_90,15,diver's diving computer in situ,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230619 meio 2,EMOBON_ROSKOGO_So_91,15,diver's diving computer in situ,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230619 meio 3,EMOBON_ROSKOGO_So_92,15,diver's diving computer in situ,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230619 meio 4,EMOBON_ROSKOGO_So_93,15,diver's diving computer in situ,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230619 micro 1,EMOBON_ROSKOGO_So_94,15,diver's diving computer in situ,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230619 micro 2,EMOBON_ROSKOGO_So_95,15,diver's diving computer in situ,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230619 micro 3,EMOBON_ROSKOGO_So_96,15,diver's diving computer in situ,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230619 micro 4,EMOBON_ROSKOGO_So_97,15,diver's diving computer in situ,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230619 micro blank,EMOBON_ROSKOGO_So_98,irrelevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230816 micro 1,EMOBON_ROSKOGO_So_99,17.7,diver's diving computer in situ,,,17.2,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230816 micro 2,EMOBON_ROSKOGO_So_100,17.7,diver's diving computer in situ,,,17.2,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
